path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Cover_02.prefab","SM_Env_Ground_Cover_02",Env,Other,1.91,0.57,1.91,-1.03,-0.04,-0.94,0.88,0.53,0.97,3,92,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Cover_03.prefab","SM_Env_Ground_Cover_03",Env,Other,2.14,1.60,1.61,-1.14,-0.11,-0.80,1.01,1.49,0.82,3,100,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Mound_Large_01.prefab","SM_Env_Ground_Mound_Large_01",Env,Other,36.64,3.21,37.30,-18.42,-3.09,-19.18,18.23,0.12,18.12,1,256,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Mound_Large_02.prefab","SM_Env_Ground_Mound_Large_02",Env,Other,39.41,2.62,39.23,-19.89,-0.51,-19.62,19.52,2.11,19.62,1,324,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Mound_Large_03.prefab","SM_Env_Ground_Mound_Large_03",Env,Other,36.64,3.15,37.30,-18.42,-3.09,-19.18,18.23,0.06,18.12,1,244,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Mound_Large_04.prefab","SM_Env_Ground_Mound_Large_04",Env,Other,37.28,3.37,37.96,-18.74,-1.44,-19.51,18.54,1.93,18.45,1,244,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Lillies_01.prefab","SM_Env_Lillies_01",Env,Other,3.42,0.20,2.89,-2.13,0.00,-1.27,1.29,0.19,1.63,2,2108,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Lillies_02.prefab","SM_Env_Lillies_02",Env,Other,3.24,0.18,1.78,-2.10,0.00,-1.09,1.14,0.18,0.69,2,1194,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Lillies_03.prefab","SM_Env_Lillies_03",Env,Other,2.05,0.20,4.35,-0.65,0.00,-2.48,1.40,0.19,1.88,2,1651,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_01.prefab","SM_Env_Rock_01",Env,Other,2.26,1.04,1.73,-1.13,-0.05,-0.86,1.13,0.99,0.87,1,196,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_02.prefab","SM_Env_Rock_02",Env,Other,2.44,1.49,2.00,-1.23,-0.13,-1.00,1.21,1.36,1.00,1,214,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_03.prefab","SM_Env_Rock_03",Env,Other,2.86,2.18,2.38,-1.45,-0.08,-1.19,1.41,2.10,1.19,1,162,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_04.prefab","SM_Env_Rock_04",Env,Other,3.29,3.27,3.48,-1.85,-0.68,-1.36,1.43,2.58,2.12,1,538,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_05.prefab","SM_Env_Rock_05",Env,Other,3.55,2.53,3.73,-1.77,-0.07,-1.85,1.78,2.46,1.88,1,572,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_06.prefab","SM_Env_Rock_06",Env,Other,3.24,4.78,3.19,-1.67,-0.46,-1.49,1.57,4.32,1.70,1,616,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Cliff_01.prefab","SM_Env_Rock_Cliff_01",Env,Other,5.00,8.12,5.07,-2.43,-0.97,-2.44,2.57,7.15,2.63,1,460,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Cliff_02.prefab","SM_Env_Rock_Cliff_02",Env,Other,11.85,8.18,7.99,-5.92,-1.14,-4.00,5.92,7.04,4.00,1,1262,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Cliff_03.prefab","SM_Env_Rock_Cliff_03",Env,Other,22.27,10.23,9.14,-11.14,-1.53,-4.57,11.14,8.70,4.57,1,3196,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Ground_01.prefab","SM_Env_Rock_Ground_01",Env,Other,21.21,4.02,20.35,-11.10,-2.85,-10.92,10.11,1.17,9.43,1,2219,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Ground_02.prefab","SM_Env_Rock_Ground_02",Env,Other,12.02,1.78,6.27,-5.92,-0.62,-3.24,6.10,1.16,3.03,1,392,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_01.prefab","SM_Env_Rock_Pile_01",Env,Other,13.38,3.34,10.33,-6.69,-1.12,-5.16,6.69,2.21,5.16,1,2204,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_02.prefab","SM_Env_Rock_Pile_02",Env,Other,8.78,2.60,7.42,-4.39,-0.10,-3.71,4.39,2.50,3.71,1,968,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_03.prefab","SM_Env_Rock_Pile_03",Env,Other,6.70,2.47,5.71,-3.35,-0.38,-2.86,3.35,2.09,2.86,1,932,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_04.prefab","SM_Env_Rock_Pile_04",Env,Other,6.15,1.80,4.63,-3.08,-0.36,-2.32,3.08,1.43,2.32,1,638,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_05.prefab","SM_Env_Rock_Pile_05",Env,Other,4.80,2.93,3.64,-2.40,-0.35,-1.82,2.40,2.58,1.82,1,622,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_06.prefab","SM_Env_Rock_Pile_06",Env,Other,7.92,3.64,4.62,-3.96,-1.31,-2.31,3.96,2.33,2.31,1,1118,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Pile_07.prefab","SM_Env_Rock_Pile_07",Env,Other,9.92,7.36,5.89,-4.96,-0.70,-2.94,4.96,6.66,2.94,1,1792,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Round_01.prefab","SM_Env_Rock_Round_01",Env,Other,2.87,2.30,3.14,-1.44,-0.34,-1.87,1.42,1.95,1.27,1,182,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Small_01.prefab","SM_Env_Rock_Small_01",Env,Other,0.33,0.26,0.34,-0.15,-0.04,-0.20,0.17,0.22,0.14,1,28,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Small_Pile_01.prefab","SM_Env_Rock_Small_Pile_01",Env,Other,0.90,0.19,1.10,-0.50,-0.05,-0.50,0.40,0.14,0.61,1,168,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Rock_Small_Pile_02.prefab","SM_Env_Rock_Small_Pile_02",Env,Other,0.75,0.21,0.61,-0.37,-0.05,-0.33,0.38,0.16,0.28,1,168,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Sunflower_01.prefab","SM_Env_Sunflower_01",Env,Other,0.79,1.65,0.80,-0.40,-0.06,-0.40,0.40,1.59,0.40,3,2802,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Birch_01.prefab","SM_Env_Tree_Birch_01",Env,Other,5.07,10.56,5.23,-2.47,-1.07,-2.66,2.60,9.50,2.57,7,19776,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Birch_02.prefab","SM_Env_Tree_Birch_02",Env,Other,5.50,9.86,5.10,-3.04,-1.20,-2.45,2.46,8.67,2.65,6,20237,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Birch_03.prefab","SM_Env_Tree_Birch_03",Env,Other,3.05,5.23,2.37,-1.43,-0.51,-1.21,1.62,4.73,1.15,6,5049,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Fruit_01.prefab","SM_Env_Tree_Fruit_01",Env,Other,5.31,6.15,5.27,-2.67,-0.76,-2.80,2.64,5.39,2.47,3,11576,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Fruit_02.prefab","SM_Env_Tree_Fruit_02",Env,Other,4.65,5.76,4.70,-2.53,-1.04,-2.31,2.11,4.72,2.39,3,9808,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Fruit_03.prefab","SM_Env_Tree_Fruit_03",Env,Other,3.96,4.66,4.30,-2.21,-0.74,-2.27,1.75,3.92,2.03,3,9447,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Meadow_01.prefab","SM_Env_Tree_Meadow_01",Env,Other,17.20,15.18,17.87,-8.33,-2.20,-9.52,8.87,12.97,8.36,7,44552,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Tree_Meadow_02.prefab","SM_Env_Tree_Meadow_02",Env,Other,8.99,8.94,10.14,-4.37,-1.10,-5.17,4.62,7.84,4.97,7,21848,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Water_Plane_01.prefab","SM_Env_Water_Plane_01",Env,Other,5.00,0.10,10.00,-2.50,0.00,-5.00,2.50,0.10,5.00,1,400,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_01.prefab","SM_Env_Wildflowers_01",Env,Other,0.74,0.70,0.69,-0.37,-0.07,-0.29,0.37,0.64,0.39,3,2738,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_02.prefab","SM_Env_Wildflowers_02",Env,Other,0.79,0.70,0.72,-0.43,-0.07,-0.34,0.36,0.64,0.38,3,3231,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_03.prefab","SM_Env_Wildflowers_03",Env,Other,0.79,0.70,0.74,-0.36,-0.07,-0.32,0.43,0.64,0.42,3,4382,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_Patch_01.prefab","SM_Env_Wildflowers_Patch_01",Env,Other,17.80,0.70,18.52,-8.77,-0.07,-9.25,9.03,0.64,9.27,2,135100,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_Patch_02.prefab","SM_Env_Wildflowers_Patch_02",Env,Other,17.81,0.70,18.73,-9.08,-0.07,-9.41,8.73,0.64,9.32,2,178374,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Wildflowers_Patch_03.prefab","SM_Env_Wildflowers_Patch_03",Env,Other,18.39,0.70,18.60,-9.30,-0.07,-9.35,9.09,0.64,9.25,2,211338,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Leaves_Branch_01.prefab","SM_Prop_Leaves_Branch_01",Prop,Other,0.40,0.19,1.43,-0.20,-0.04,-0.71,0.20,0.14,0.71,1,204,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Leaves_Pile_01.prefab","SM_Prop_Leaves_Pile_01",Prop,Other,1.94,0.12,2.77,-0.84,0.03,-1.61,1.10,0.16,1.16,1,355,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Leaves_Pile_02.prefab","SM_Prop_Leaves_Pile_02",Prop,Other,1.51,0.10,1.24,-0.75,0.03,-0.62,0.75,0.13,0.62,1,285,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_End_01.prefab","SM_Prop_Stonewall_End_01",Prop,Other,4.28,1.26,0.76,-0.14,-0.06,-0.39,4.14,1.19,0.36,3,2870,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_Long_01.prefab","SM_Prop_Stonewall_Long_01",Prop,Other,5.37,1.24,0.72,-0.16,-0.07,-0.36,5.21,1.17,0.36,3,5188,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_Pillar_01.prefab","SM_Prop_Stonewall_Pillar_01",Prop,Pillar,0.82,1.38,1.00,-0.41,0.00,-0.50,0.41,1.38,0.50,3,574,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_Pillar_02.prefab","SM_Prop_Stonewall_Pillar_02",Prop,Pillar,0.91,1.42,1.05,-0.45,-0.06,-0.53,0.45,1.36,0.53,3,746,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_Small_01.prefab","SM_Prop_Stonewall_Small_01",Prop,Other,2.85,1.31,0.76,-0.19,-0.08,-0.38,2.66,1.23,0.38,3,2598,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Prop_Stonewall_Small_02.prefab","SM_Prop_Stonewall_Small_02",Prop,Other,2.85,1.20,0.71,-0.12,-0.03,-0.36,2.72,1.17,0.36,3,2126,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Veh_Steam_Car_01.prefab","SM_Veh_Steam_Car_01",Veh,Other,2.36,2.90,4.14,-1.18,-0.01,-2.44,1.18,2.89,1.70,8,13340,1,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_ArtilleryShell_01.prefab","FX_ArtilleryShell_01",ArtilleryShell,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_ArtilleryStrike_01.prefab","FX_ArtilleryStrike_01",ArtilleryStrike,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Blizzard_Snow_01.prefab","FX_Blizzard_Snow_01",Blizzard,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_BloodSplat_01.prefab","FX_BloodSplat_01",BloodSplat,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_BloodSplat_Small_01.prefab","FX_BloodSplat_Small_01",BloodSplat,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Bubble_01.prefab","FX_Bubble_01",Bubble,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Bubbles_Float_01.prefab","FX_Bubbles_Float_01",Bubbles,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_CannonShot_01.prefab","FX_CannonShot_01",CannonShot,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Cartoony_Footstep_01.prefab","FX_Cartoony_Footstep_01",Cartoony,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Cartoony_Jump_01.prefab","FX_Cartoony_Jump_01",Cartoony,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Cartoony_Jump_Up_01.prefab","FX_Cartoony_Jump_Up_01",Cartoony,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Cartoony_Rings_01.prefab","FX_Cartoony_Rings_01",Cartoony,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Cartoony_Sprint_01.prefab","FX_Cartoony_Sprint_01",Cartoony,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Confetti_01.prefab","FX_Confetti_01",Confetti,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Confetti_Falling_01.prefab","FX_Confetti_Falling_01",Confetti,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Direction_Arrows_01.prefab","FX_Direction_Arrows_01",Direction,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Direction_Arrows_02.prefab","FX_Direction_Arrows_02",Direction,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Direction_Arrows_03.prefab","FX_Direction_Arrows_03",Direction,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Dust_Big_01.prefab","FX_Dust_Big_01",Dust,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Dust_Blowing_Soft_01.prefab","FX_Dust_Blowing_Soft_01",Dust,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Dust_Small_01.prefab","FX_Dust_Small_01",Dust,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Electricity_01.prefab","FX_Electricity_01",Electricity,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Electricity_02.prefab","FX_Electricity_02",Electricity,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Embers_01.prefab","FX_Embers_01",Embers,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_ExperienceGain_01.prefab","FX_ExperienceGain_01",ExperienceGain,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Explosion_01.prefab","FX_Explosion_01",Explosion,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Explosion_Body_01.prefab","FX_Explosion_Body_01",Explosion,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Explosion_Body_Bloody_01.prefab","FX_Explosion_Body_Bloody_01",Explosion,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Explosion_Large_Dark_01.prefab","FX_Explosion_Large_Dark_01",Explosion,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fairy_01.prefab","FX_Fairy_01",Fairy,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_01.prefab","FX_Fire_01",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Big_01.prefab","FX_Fire_Big_01",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Big_02.prefab","FX_Fire_Big_02",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Big_03.prefab","FX_Fire_Big_03",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Explosion_01.prefab","FX_Fire_Explosion_01",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Huge_01.prefab","FX_Fire_Huge_01",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Small_01.prefab","FX_Fire_Small_01",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Small_02.prefab","FX_Fire_Small_02",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fire_Small_03.prefab","FX_Fire_Small_03",Fire,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireball_01.prefab","FX_Fireball_01",Fireball,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireball_Shooting_01.prefab","FX_Fireball_Shooting_01",Fireball,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireball_Shooting_Straight_01.prefab","FX_Fireball_Shooting_Straight_01",Fireball,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireflies_01.prefab","FX_Fireflies_01",Fireflies,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireworks_01.prefab","FX_Fireworks_01",Fireworks,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireworks_Group_01.prefab","FX_Fireworks_Group_01",Fireworks,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireworks_Large_Red_01.prefab","FX_Fireworks_Large_Red_01",Fireworks,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireworks_Medium_Blue_01.prefab","FX_Fireworks_Medium_Blue_01",Fireworks,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fireworks_Small_Orange_01.prefab","FX_Fireworks_Small_Orange_01",Fireworks,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_FlameThrower_01.prefab","FX_FlameThrower_01",FlameThrower,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_FlameThrower_02.prefab","FX_FlameThrower_02",FlameThrower,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Flame_Booster_01.prefab","FX_Flame_Booster_01",Flame,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Flies_01.prefab","FX_Flies_01",Flies,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fog_Big_01.prefab","FX_Fog_Big_01",Fog,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Fog_Small_01.prefab","FX_Fog_Small_01",Fog,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_GlowSpot_01.prefab","FX_GlowSpot_01",GlowSpot,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_GlowSpot_02.prefab","FX_GlowSpot_02",GlowSpot,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_GlowSpot_03.prefab","FX_GlowSpot_03",GlowSpot,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Grenade_Explosive_01.prefab","FX_Grenade_Explosive_01",Grenade,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Grenade_Explosive_Toss_01.prefab","FX_Grenade_Explosive_Toss_01",Grenade,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonParticleFX/Prefabs/FX_Grenade_Flash_01.prefab","FX_Grenade_Flash_01",Grenade,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
